Name,Size(KB),Allocation Time(us),Release Time(us),Active Release Time(us),Duration(us),Active Duration(us),Allocation Total Allocated(MB),Allocation Total Reserved(MB),Allocation Total Active(MB),Release Total Allocated(MB),Release Total Reserved(MB),Release Total Active(MB),Stream Ptr,Device Type
aten::sigmoid,0.5,"1779785515982183.800	","1779785515982270.000	","1779785515982268.700	","86.200	","84.900	",19143.89990234375,21216,19143.89990234375,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::add,0.5,"1779785515982243.800	","1779785515982567.970	","1779785515982562.260	","324.170	","318.460	",19143.89990234375,21216,19143.89990234375,19143.89892578125,21216,19143.89892578125,6,NPU:0
aten::mul,0.5,"1779785515982670.590	","1779785515983092.910	","1779785515983091.080	","422.320	","420.490	",19143.8994140625,21216,19143.8994140625,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::add,0.5,"1779785515982931.790	","1779785515983144.360	","1779785515983142.920	","212.570	","211.130	",19143.89990234375,21216,19143.89990234375,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::sigmoid,0.5,"1779785515983109.010	","1779785515983300.330	","1779785515983298.480	","191.320	","189.470	",19143.89990234375,21216,19143.89990234375,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::mul,0.5,"1779785515983188.010	","1779785515983383.580	","1779785515983382.040	","195.570	","194.030	",19143.89990234375,21216,19143.89990234375,19143.89892578125,21216,19143.89892578125,6,NPU:0
aten::mul,0.5,"1779785515983425.810	","1779785515983616.390	","1779785515983614.750	","190.580	","188.940	",19143.8994140625,21216,19143.8994140625,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::add,0.5,"1779785515983521.900	","1779785515983652.930	","1779785515983651.470	","131.030	","129.570	",19143.89990234375,21216,19143.89990234375,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::sigmoid,0.5,"1779785515983626.860	","1779785515983708.230	","1779785515983706.830	","81.370	","79.970	",19143.89990234375,21216,19143.89990234375,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::mul,0.5,"1779785515983666.240	","1779785515983855.320	","1779785515983830.350	","189.080	","164.110	",19143.89990234375,21216,19143.89990234375,19143.89892578125,21216,19143.89892578125,6,NPU:0
aten::mul,0.5,"1779785515983886.560	","1779785515984237.400	","1779785515984228.230	","350.840	","341.670	",19143.8994140625,21216,19143.8994140625,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::add,0.5,"1779785515984104.980	","1779785515984294.480	","1779785515984284.350	","189.500	","179.370	",19143.89990234375,21216,19143.89990234375,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::sigmoid,0.5,"1779785515984254.640	","1779785515984366.460	","1779785515984364.900	","111.820	","110.260	",19143.89990234375,21216,19143.89990234375,19143.8994140625,21216,19143.8994140625,6,NPU:0
aten::mul,0.5,"1779785515984320.410	","1779785515984433.590	","1779785515984431.970	","113.180	","111.560	",19143.89990234375,21216,19143.89990234375,19143.89892578125,21216,19143.89892578125,6,NPU:0
aten::mul,0.5,"1779785515984464.590	","1779785515984635.440	","1779785515984633.700	","170.850	","169.110	",19143.8994140625,21216,19143.8994140625,19143.8994140625,21216,19143.8994140625,6,NPU:0
